Date,Eai1_ma1,Eai2_ma1,Eai3_ma1,Eai1_ma2,Eai2_ma2,Eai3_ma2,chatgpt
2007-09-01,1.34527,0.39192,0.45351,0.54741,0.2249699999999999,0.22525,
2007-10-01,1.28732,0.35969,0.45679,0.55154,0.22632,0.22877,
2007-11-01,1.24881,0.35767,0.45565,0.55484,0.2264,0.23207,
2007-12-01,1.30358,0.36593,0.4545099999999999,0.54874,0.2265999999999999,0.22953,
2008-01-01,1.3434700000000002,0.36782,0.45262,0.55256,0.22784,0.22303,
2008-02-01,1.39557,0.38457,0.44856,0.5466300000000001,0.2245899999999999,0.22215,
2008-03-01,1.4075300000000002,0.38788,0.44992,0.56351,0.22802,0.22687,
2008-04-01,1.4302,0.38935,0.46247,0.56602,0.22846,0.22617,
2008-05-01,1.44057,0.38688,0.48469,0.5781999999999999,0.23362,0.23494,
2008-06-01,1.43999,0.3705299999999999,0.46794,0.58727,0.23228,0.23393,
2008-07-01,1.44,0.41206,0.461,0.58826,0.2322,0.23379,
2008-08-01,1.48864,0.4282499999999999,0.4991899999999999,0.60119,0.23977,0.23861,
2008-09-01,1.50063,0.44015,0.50802,0.6129199999999999,0.24001,0.24226,
2008-10-01,1.53109,0.4688799999999999,0.51297,0.6274799999999999,0.25098,0.25612,
2008-11-01,1.60004,0.48434,0.54963,0.64603,0.26113,0.26003,
2008-12-01,1.59431,0.4726499999999999,0.56462,0.67362,0.27901,0.26713,
2009-01-01,1.63676,0.49131,0.57952,0.70958,0.30045,0.28707,
2009-02-01,1.61163,0.47815,0.59384,0.74333,0.3258399999999999,0.29643,
2009-03-01,1.6539700000000002,0.5194500000000001,0.60541,0.75668,0.33433,0.30828,
2009-04-01,1.6919,0.52016,0.59304,0.7800699999999999,0.34328,0.32148,
2009-05-01,1.71917,0.5318200000000001,0.58119,0.7969499999999999,0.34851,0.32023,
2009-06-01,1.7078,0.55142,0.5956,0.818,0.36383,0.33143,
2009-07-01,1.7373900000000002,0.55854,0.62148,0.8508,0.37279,0.34425,
2009-08-01,1.72824,0.57265,0.5867,0.86604,0.37812,0.34368,
2009-09-01,1.72988,0.55663,0.58315,0.88675,0.38824,0.35034,
2009-10-01,1.74811,0.55397,0.59024,0.9002899999999999,0.39277,0.34961,
2009-11-01,1.70125,0.54797,0.57279,0.90535,0.39535,0.34677,
2009-12-01,1.6994700000000005,0.57832,0.54954,0.91094,0.3954799999999999,0.34581,
2010-01-01,1.6735099999999998,0.58123,0.56075,0.90556,0.3911,0.33265,
2010-02-01,1.6878799999999998,0.58343,0.56311,0.8883800000000001,0.38199,0.32396,
2010-03-01,1.65597,0.54922,0.54657,0.8847900000000001,0.38947,0.31261,
2010-04-01,1.67127,0.56673,0.5455800000000001,0.87174,0.38649,0.30985,
2010-05-01,1.68796,0.54719,0.53269,0.86595,0.3865099999999999,0.31183,
2010-06-01,1.7426199999999998,0.52226,0.51802,0.8569,0.38131,0.30221,
2010-07-01,1.76562,0.49817,0.49235,0.8446,0.38536,0.3000899999999999,
2010-08-01,1.74628,0.4769,0.49814,0.8513700000000001,0.37416,0.3074599999999999,
2010-09-01,1.7314900000000002,0.5075,0.49,0.8520800000000001,0.36804,0.30744,
2010-10-01,1.71125,0.5014099999999999,0.53108,0.8449699999999999,0.35635,0.3023099999999999,
2010-11-01,1.77583,0.51956,0.5403,0.84902,0.3572,0.30721,
2010-12-01,1.78467,0.5081600000000001,0.55904,0.83913,0.35341,0.30693,
2011-01-01,1.83442,0.5143,0.55415,0.8223100000000001,0.35012,0.31028,
2011-02-01,1.85358,0.50983,0.5363,0.81075,0.33712,0.31195,
2011-03-01,1.89113,0.5252,0.54703,0.8017500000000001,0.32339,0.31401,
2011-04-01,1.89715,0.5301100000000001,0.5522499999999999,0.80015,0.32499,0.30978,
2011-05-01,1.89112,0.54319,0.57637,0.79282,0.32637,0.3104099999999999,
2011-06-01,1.86685,0.55196,0.57485,0.8039900000000001,0.32479,0.31314,
2011-07-01,1.85682,0.55796,0.58818,0.79103,0.319,0.30732,
2011-08-01,1.85732,0.56223,0.5816100000000001,0.7738,0.31732,0.2993,
2011-09-01,1.90462,0.56028,0.60249,0.7693,0.31916,0.30334,
2011-10-01,1.93246,0.57479,0.5776,0.76272,0.32504,0.29694,
2011-11-01,1.8948,0.5744499999999999,0.55972,0.74766,0.32211,0.29066,
2011-12-01,1.89365,0.59213,0.5442,0.74314,0.31947,0.28768,
2012-01-01,1.83471,0.57643,0.5049399999999999,0.7424,0.31803,0.28564,
2012-02-01,1.80698,0.57812,0.51285,0.74791,0.32227,0.28884,
2012-03-01,1.7754200000000002,0.56991,0.51415,0.7387699999999999,0.32537,0.28862,
2012-04-01,1.70494,0.56592,0.50882,0.73104,0.325,0.28709,
2012-05-01,1.6541,0.56455,0.48691,0.73364,0.31644,0.27647,
2012-06-01,1.65152,0.55648,0.50741,0.72271,0.32269,0.27746,
2012-07-01,1.60374,0.55331,0.48437,0.73689,0.32125,0.27357,
2012-08-01,1.6097899999999998,0.5576399999999999,0.49733,0.73692,0.32358,0.28116,
2012-09-01,1.54157,0.5345500000000001,0.46778,0.7173900000000001,0.31983,0.27086,
2012-10-01,1.53457,0.5124,0.45457,0.71505,0.3178499999999999,0.26707,
2012-11-01,1.48014,0.50536,0.44699,0.7109,0.31399,0.26442,
2012-12-01,1.46008,0.48666,0.44943,0.7051,0.30848,0.26881,
2013-01-01,1.46191,0.4955799999999999,0.4717,0.7057199999999999,0.30659,0.27103,
2013-02-01,1.49706,0.50539,0.4719799999999999,0.68864,0.30365,0.26659,
2013-03-01,1.4627,0.49238,0.44986,0.68559,0.30354,0.26469,
2013-04-01,1.47006,0.4823499999999999,0.4394399999999999,0.6929799999999999,0.29616,0.26506,
2013-05-01,1.47265,0.5,0.4412,0.6865600000000001,0.30393,0.26985,
2013-06-01,1.46562,0.49793,0.43321,0.67984,0.30546,0.26982,
2013-07-01,1.45917,0.49154,0.45363,0.66875,0.3054,0.2671199999999999,
2013-08-01,1.46466,0.47824,0.45148,0.6650699999999999,0.30412,0.25459,
2013-09-01,1.44868,0.47756,0.47361,0.66538,0.30251,0.25569,
2013-10-01,1.41889,0.48992,0.47763,0.65888,0.30104,0.27563,
2013-11-01,1.42618,0.4842599999999999,0.46699,0.64667,0.29837,0.2752699999999999,
2013-12-01,1.40544,0.47066,0.46831,0.6321399999999999,0.29762,0.2667899999999999,
2014-01-01,1.42838,0.47463,0.45952,0.61668,0.29395,0.27065,
2014-02-01,1.3951399999999998,0.4697599999999999,0.46882,0.61798,0.2941,0.26862,
2014-03-01,1.40996,0.4861,0.48509,0.61537,0.2990899999999999,0.2637,
2014-04-01,1.38499,0.49316,0.5140600000000001,0.5991299999999999,0.29924,0.26369,
2014-05-01,1.43342,0.48674,0.49874,0.60248,0.29706,0.26295,
2014-06-01,1.3821,0.50078,0.47963,0.5931500000000001,0.28916,0.25574,
2014-07-01,1.39034,0.5152399999999999,0.469,0.58271,0.29015,0.2588399999999999,
2014-08-01,1.37917,0.53054,0.44444,0.58106,0.29593,0.25961,
2014-09-01,1.39649,0.5353600000000001,0.43488,0.57191,0.29205,0.25266,
2014-10-01,1.39441,0.51691,0.42296,0.5614100000000001,0.29181,0.23606,
2014-11-01,1.4050699999999998,0.51083,0.43251,0.57114,0.29133,0.23782,
2014-12-01,1.41026,0.52052,0.43493,0.5749599999999999,0.2896999999999999,0.2403499999999999,
2015-01-01,1.35944,0.47996,0.41767,0.57645,0.28464,0.22336,
2015-02-01,1.3397,0.46762,0.4029999999999999,0.57987,0.28168,0.2224799999999999,
2015-03-01,1.36423,0.45795,0.39728,0.57264,0.27144,0.22038,
2015-04-01,1.3664,0.4647199999999999,0.37403,0.5821500000000001,0.27408,0.2215099999999999,
2015-05-01,1.3163,0.43681,0.39229,0.57884,0.26769,0.2206699999999999,
2015-06-01,1.31563,0.42888,0.39312,0.57766,0.2616799999999999,0.22301,
2015-07-01,1.3079500000000002,0.42319,0.40134,0.5707300000000001,0.26667,0.21763,
2015-08-01,1.26986,0.4129299999999999,0.4167599999999999,0.5579299999999999,0.25836,0.22057,
2015-09-01,1.29773,0.41028,0.39638,0.55857,0.25593,0.22625,
2015-10-01,1.28967,0.41883,0.3869599999999999,0.56194,0.25494,0.22868,
2015-11-01,1.32246,0.42527,0.3897299999999999,0.55039,0.2581299999999999,0.22563,
2015-12-01,1.31362,0.45347,0.38638,0.55361,0.26012,0.22021,
2016-01-01,1.2781,0.46479,0.4050899999999999,0.5466300000000001,0.25314,0.22532,
2016-02-01,1.28234,0.45443,0.4200299999999999,0.53118,0.25155,0.2218599999999999,
2016-03-01,1.25919,0.46613,0.4058,0.54218,0.24434,0.2221599999999999,
2016-04-01,1.27742,0.4670299999999999,0.4406799999999999,0.53487,0.24458,0.219,
2016-05-01,1.31483,0.4898999999999999,0.4268,0.52381,0.24137,0.21422,
2016-06-01,1.3789900000000002,0.5087200000000001,0.43809,0.5269199999999999,0.24975,0.20883,
2016-07-01,1.37867,0.4965299999999999,0.44744,0.52481,0.2372,0.20901,
2016-08-01,1.36604,0.51458,0.42747,0.52694,0.23969,0.20817,
2016-09-01,1.32845,0.50656,0.44395,0.52568,0.24737,0.20618,
2016-10-01,1.32427,0.49827,0.44517,0.5215,0.24422,0.2023599999999999,
2016-11-01,1.2915,0.48085,0.4640499999999999,0.52343,0.2414299999999999,0.20227,
2016-12-01,1.30448,0.45568,0.4540599999999999,0.5157700000000001,0.2391599999999999,0.20461,
2017-01-01,1.32763,0.4736599999999999,0.46474,0.5133000000000001,0.24358,0.20929,
2017-02-01,1.31249,0.48196,0.4401,0.52822,0.25076,0.2138,
2017-03-01,1.31938,0.46012,0.42962,0.52029,0.25896,0.2138199999999999,
2017-04-01,1.29139,0.4475,0.39395,0.51366,0.25423,0.21003,
2017-05-01,1.22961,0.4249,0.37774,0.514,0.25587,0.21283,
2017-06-01,1.20763,0.40714,0.37532,0.51053,0.25655,0.2153,
2017-07-01,1.16456,0.41318,0.34055,0.517,0.26402,0.21756,
2017-08-01,1.16947,0.37902,0.34726,0.5171399999999999,0.2656,0.22065,
2017-09-01,1.15499,0.4054999999999999,0.34984,0.51327,0.26047,0.22573,
2017-10-01,1.14608,0.42369,0.354,0.50681,0.2563499999999999,0.22106,
2017-11-01,1.12198,0.4417,0.33775,0.49933,0.25827,0.221,
2017-12-01,1.09189,0.42982,0.32321,0.50152,0.25948,0.22136,
2018-01-01,1.09403,0.4022799999999999,0.32897,0.4936,0.26561,0.21389,
2018-02-01,1.06906,0.40352,0.33804,0.47502,0.26313,0.2184,
2018-03-01,1.03961,0.40242,0.3538,0.4724299999999999,0.26477,0.2178199999999999,
2018-04-01,1.05388,0.3918399999999999,0.3489299999999999,0.47329,0.26341,0.21353,
2018-05-01,1.05365,0.39685,0.35356,0.46529,0.26213,0.2107599999999999,
2018-06-01,1.0324,0.39385,0.32936,0.45779,0.25747,0.21548,
2018-07-01,1.05354,0.37559,0.34537,0.44358,0.24239,0.21484,
2018-08-01,1.05573,0.38679,0.35705,0.44102,0.23876,0.21181,
2018-09-01,1.03639,0.37212,0.34441,0.4331,0.2386999999999999,0.19967,
2018-10-01,1.01039,0.36974,0.35608,0.43626,0.23978,0.20314,
2018-11-01,0.9945,0.36313,0.3455499999999999,0.43368,0.23896,0.1972199999999999,
2018-12-01,0.97734,0.37306,0.35739,0.4223099999999999,0.23711,0.1946,
2019-01-01,0.93482,0.35216,0.34508,0.41895,0.23433,0.20547,
2019-02-01,0.95889,0.34235,0.33335,0.4274199999999999,0.23267,0.19212,
2019-03-01,0.9474,0.3464,0.32734,0.42432,0.22777,0.19445,
2019-04-01,0.92434,0.3376,0.3198,0.4115299999999999,0.22439,0.19571,
2019-05-01,0.93119,0.34741,0.33324,0.40635,0.22696,0.19321,
2019-06-01,0.92571,0.34279,0.34057,0.39571,0.22912,0.1902599999999999,
2019-07-01,0.9177,0.36451,0.33587,0.3934499999999999,0.2380499999999999,0.18808,
2019-08-01,0.92091,0.35805,0.35112,0.38225,0.23584,0.1833999999999999,
2019-09-01,0.91398,0.34859,0.33804,0.37612,0.23586,0.18428,
2019-10-01,0.92561,0.33057,0.32449,0.3685,0.23915,0.18429,
2019-11-01,0.95531,0.31439,0.33107,0.37199,0.23482,0.1879299999999999,
2019-12-01,0.97193,0.3067499999999999,0.36313,0.36921,0.2327399999999999,0.18746,
2020-01-01,0.99216,0.3379,0.38841,0.37014,0.22934,0.17839,
2020-02-01,0.97139,0.33254,0.38931,0.36443,0.22568,0.1817899999999999,
2020-03-01,1.06743,0.35042,0.39049,0.38438,0.2460099999999999,0.19713,
2020-04-01,1.88552,0.6872900000000001,0.6706,0.74807,0.4558399999999999,0.35254,
2020-05-01,2.0334600000000003,0.83193,0.70643,0.84121,0.5295,0.40659,
2020-06-01,2.0830100000000003,0.8874200000000001,0.78898,0.89339,0.57834,0.44101,
2020-07-01,2.19097,0.93374,0.7837999999999999,0.93302,0.62815,0.46524,
2020-08-01,2.16104,0.95603,0.74362,0.94228,0.64354,0.47562,
2020-09-01,2.2223900000000003,0.98669,0.75617,0.96559,0.66231,0.4926299999999999,
2020-10-01,2.30088,0.99442,0.7878700000000001,0.9844,0.6724800000000001,0.50153,
2020-11-01,2.30717,0.99762,0.81162,0.98897,0.68321,0.50298,
2020-12-01,2.37691,1.0285300000000002,0.77623,1.01858,0.6926,0.50558,
2021-01-01,2.4286,1.03695,0.74075,1.02846,0.70611,0.51583,
2021-02-01,2.4304300000000003,1.03917,0.74664,1.04391,0.70859,0.52254,
2021-03-01,2.38353,1.01736,0.76811,1.02422,0.69872,0.5046700000000001,
2021-04-01,1.62339,0.70714,0.5304800000000001,0.68163,0.50339,0.35701,
2021-05-01,1.47927,0.56845,0.4834599999999999,0.6057899999999999,0.43156,0.30602,
2021-06-01,1.41863,0.54924,0.4211999999999999,0.57113,0.37816,0.27355,
2021-07-01,1.36431,0.49903,0.43724,0.55001,0.33863,0.25234,
2021-08-01,1.41019,0.47495,0.4578399999999999,0.55145,0.32818,0.24407,
2021-09-01,1.38425,0.44782,0.45086,0.54264,0.30764,0.23176,
2021-10-01,1.30613,0.4632,0.40619,0.5281,0.2979,0.21617,
2021-11-01,1.3102900000000002,0.46439,0.37865,0.52066,0.28996,0.21874,
2021-12-01,1.23742,0.42921,0.38909,0.48695,0.27763,0.21407,
2022-01-01,1.21974,0.46185,0.39521,0.4886,0.2736,0.19937,
2022-02-01,1.2126100000000002,0.48052,0.38981,0.4687199999999999,0.27756,0.19521,
2022-03-01,1.207,0.4840399999999999,0.37415,0.47162,0.2664,0.19016,
2022-04-01,1.17327,0.46501,0.35602,0.46826,0.25385,0.18958,
2022-05-01,1.16584,0.46257,0.35516,0.45419,0.25394,0.18695,
2022-06-01,1.1931,0.43019,0.33088,0.44815,0.25179,0.18416,
2022-07-01,1.1339,0.41717,0.31623,0.43343,0.2481199999999999,0.18552,
2022-08-01,1.09933,0.4237399999999999,0.32552,0.43338,0.24278,0.18145,
2022-09-01,1.08798,0.43238,0.34175,0.42279,0.2415,0.1788499999999999,
2022-10-01,1.10796,0.4172399999999999,0.35458,0.42484,0.23965,0.19086,-999999.0
2022-11-01,1.09486,0.42948,0.36618,0.42658,0.2369899999999999,0.18666,999999.0
2022-12-01,1.09987,0.44366,0.38562,0.4361699999999999,0.23695,0.19158,
2023-01-01,1.10185,0.41851,0.35941,0.4277999999999999,0.23098,0.1877299999999999,
2023-02-01,1.08511,0.40075,0.35357,0.44314,0.22585,0.18496,
2023-03-01,1.03879,0.4218099999999999,0.34421,0.42883,0.22898,0.19214,
2023-04-01,1.01337,0.4226999999999999,0.31326,0.41108,0.23019,0.18819,
2023-05-01,1.00943,0.4064299999999999,0.31184,0.41317,0.2290599999999999,0.19511,
2023-06-01,0.96842,0.39725,0.30225,0.41156,0.22674,0.19593,
2023-07-01,0.96242,0.39734,0.30138,0.40773,0.2205899999999999,0.19021,
2023-08-01,0.96666,0.39167,0.28793,0.40076,0.21958,0.19265,
2023-09-01,0.94766,0.37464,0.27407,0.40619,0.23009,0.1934,
2023-10-01,0.91609,0.39553,0.2741599999999999,0.40432,0.2290299999999999,0.18494,
2023-11-01,0.88441,0.3801,0.2408,0.39823,0.2299999999999999,0.18395,
2023-12-01,0.8791,0.38014,0.20312,0.39032,0.2334999999999999,0.182,
2024-01-01,0.8580300000000001,0.3417599999999999,0.20134,0.38665,0.23709,0.1878399999999999,
2024-02-01,0.86653,0.36499,0.2120599999999999,0.37834,0.24615,0.1859,
2024-03-01,0.8803,0.37261,0.21278,0.38016,0.2447099999999999,0.18531,
2024-04-01,0.89356,0.38186,0.2435999999999999,0.39359,0.24656,0.18761,
2024-05-01,0.92709,0.3987,0.2359899999999999,0.39849,0.24592,0.18276,
2024-06-01,0.93316,0.4007799999999999,0.2413199999999999,0.3948799999999999,0.253,0.1798799999999999,
2024-07-01,0.93959,0.41395,0.22836,0.40754,0.25552,0.18148,
2024-08-01,0.94843,0.41944,0.2316599999999999,0.40686,0.2748899999999999,0.18706,
2024-09-01,0.94934,0.4248499999999999,0.23212,0.4035,0.27049,0.1869,
2024-10-01,0.98899,0.42568,0.24493,0.40004,0.27038,0.1925899999999999,
2024-11-01,1.01251,0.44322,0.24722,0.39794,0.27172,0.19388,
2024-12-01,1.00674,0.4353499999999999,0.25712,0.40032,0.27222,0.19425,
2025-01-01,1.00859,0.44011,0.27454,0.40756,0.26554,0.19679,
2025-02-01,1.0464,0.41172,0.26544,0.40615,0.2592,0.2022,
2025-03-01,1.03582,0.3950399999999999,0.26415,0.40676,0.26785,0.20435,
2025-04-01,1.05627,0.37736,0.24724,0.40675,0.26316,0.19943,
2025-05-01,1.05491,0.38863,0.27432,0.40735,0.26867,0.20344,
2025-06-01,1.06816,0.40978,0.2652,0.40784,0.2689,0.2073,
2025-07-01,1.11234,0.4107,0.27607,0.39537,0.28267,0.21515,
2025-08-01,1.126864,0.403899,0.268985,0.391448,0.269623,0.212164,
