Figure 7. Changes in the Occupational Mix Since 2004 by Major Industry,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
50,10.7638939863244,9.61494408653517,6.81681352787255,5.22219127321544,10.5540410175617,7.6551595944098,8.23486998188753,4.65702059337147,5.80974819201764,7.62642746021256
51,10.4901615088268,9.66305852634754,6.90254423693855,5.34464177140929,10.3707111918887,7.621689659141,8.28052901177174,4.632202757856,5.81156537326985,7.60592400286599
52,10.3834648434829,9.79495218400101,7.02560605321108,5.45324703907477,10.4238102478288,7.67048848680028,8.35070151851721,4.62533483087852,5.70748268326477,7.64086539339622
53,10.2706729811197,9.85336251848791,7.07230585865639,5.54804163575893,10.4319911825843,7.76445465092075,8.38381227605135,4.57832445781283,5.75167373878315,7.7004000922548
54,10.5561640937182,9.97113160395927,7.12842135894589,5.61896057941546,10.4925353163447,7.81452759763053,8.43323485245156,4.53058683595602,5.7064611409045,7.72174710704584
55,10.803706557336,10.0942186567491,7.17687117414859,5.64333527041915,10.4230667834831,8.02416981605081,8.38139304658456,4.58817539025539,5.67514418384037,7.78556392968549
56,10.5406958629144,10.1826078708707,7.19086213267707,5.59452446190134,10.250819545234,8.18019092495969,8.185698356259,4.6144637585789,5.71437295522268,7.98759899764821
57,10.7581741883159,10.223199551112,7.19197322319986,5.51513730192145,10.5234237971671,8.18152064385874,8.04173418446188,4.63554090138308,5.63636697840163,8.08524558774352
58,10.8053437049223,10.1910609429357,7.16624771633834,5.40311703234727,10.560983811799,8.30728476062847,8.03636561558366,4.66966315850152,5.66544848684125,8.16298429200937
59,10.841576394602,10.2770196143497,7.22023928161308,5.4216137914906,10.6748129278419,8.33909291977108,8.03395123320983,4.6543985122986,5.70638717700302,8.27635305822345
60,10.6955874826351,10.3857334600545,7.38001091491155,5.4110477639019,10.8471105557648,8.22842252653767,8.10380477556065,4.66604143349084,5.80687388885482,8.39887677991642
61,10.8290384629806,10.5083021309668,7.45920392008549,5.46206329387278,11.0790336864294,8.23810803824893,8.17340369856095,4.72180501215828,5.94005149474005,8.5225783060956
62,10.9884402188744,10.6074039663143,7.55397764832921,5.43890837869544,11.3535669418478,8.34929712479855,8.27841814211766,4.72356027529564,6.02805431240054,8.62790991984014
63,11.1007539707172,10.6752111007737,7.56870403036403,5.40224556245212,11.6117952385335,8.41861007322094,8.32475060989446,4.78293004663412,6.11434792568544,8.74413605899564
64,11.168955853818,10.7784355481024,7.48066341463584,5.37358163576713,11.9253450060063,8.49478464420989,8.40840667991516,4.8209747355019,6.18254246722191,8.92929400712666
65,11.18539244401,10.8394891652644,7.40062916460784,5.35245789930394,12.3075514996921,8.48800745695327,8.47191309741829,4.92844816110613,6.14522379801059,8.93251413026182
66,11.0121340872651,10.969120415475,7.33674708003275,5.41688661525724,12.488198351852,8.58827602974513,8.45342574644851,4.99744585454419,6.13608771809305,8.81268738829702
67,10.9393890702842,10.9850217998119,7.39212678704424,5.53442647364272,12.5844221645847,8.64659243782785,8.55119344947275,5.06634914585504,6.12495256335777,8.76329319315286
68,10.8164564542468,11.0256800229882,7.46110517360699,5.70740762617317,12.4333666561251,8.651410287484,8.81057615526545,5.09699639913554,6.08612941539307,8.55579851943379
69,10.836533662116,11.0435558093104,7.54578860514066,5.82608296211827,12.238193156293,8.61929163846961,9.01180665416233,5.07914555007777,6.16855828150997,8.71547516150473
70,11.2419728352007,10.9342925180592,7.67262432353344,5.91087637788121,12.2585624120774,8.50312413523759,8.97070497123883,5.08143621393659,6.13230359205678,8.88643157100325
71,11.2119516374833,10.8927552006159,7.65189090015687,5.91827440304566,12.2959187176081,8.31525244503761,8.89007590015091,5.07795481374838,6.14719814068785,8.85538502723712
72,11.485323445334,10.8770783987689,7.6706485104876,6.04578771271791,12.1522227428681,8.34860865032407,8.95653615009819,5.11277291477306,6.18414124912644,8.920501426204
73,11.6245816068032,11.0067044003086,7.68329218235555,6.16144308883961,12.2376568963988,8.40204163103981,8.98174751602527,5.12095725528004,6.18231481525862,8.88014099888625
74,11.8710672547604,11.156049806877,7.68136927655821,6.24556775094532,12.3024583699103,8.45287998445989,9.0303555318925,5.15424681179604,6.22451456206297,8.78995438136944
75,11.9551891530634,11.2178709959545,7.67897713854785,6.36256684838761,12.3391505912595,8.46427504630963,9.16823699040086,5.13740055719038,6.26334953246698,8.78653572949098
76,12.0936222184338,11.1715365251338,7.77594571044746,6.50031207067511,12.1422133244167,8.50020809063047,9.25399087155349,5.11663814501251,6.29326749538027,8.58982762378692
77,12.1566297624814,11.1624497004453,7.79224116602228,6.52922739181148,12.0969895106776,8.6646080372024,9.29271719604996,5.10701959737707,6.40230313264824,8.60835248936739
78,12.2076173726474,10.9668059380487,7.83327489117691,6.55445560785289,12.2867486902314,8.74195813262639,9.38678316528931,5.16958432583292,6.48789092855807,8.69255358521153
79,12.1382515470705,10.8186253377549,7.87543253366321,6.63241341315177,12.682809990703,8.94121958547134,9.51335871183531,5.30392408696323,6.44960034030929,8.56067283628136
80,12.2557826239915,10.6771186426644,7.96903968425945,6.76428489751588,13.2052264101072,9.11066555917084,9.64371764181782,5.4257862621133,6.49386759780727,8.67778856204103
81,12.375247979466,10.6489358654941,8.09015754632355,6.90185757171749,13.4710398967386,9.27517357949651,9.69075251522824,5.53607028265198,6.52582624077359,8.79688380814871
82,12.3081018310761,10.6376982740636,8.16357031515179,7.03512525517108,13.4256815515227,9.34381480011573,9.75559509803402,5.64731137227655,6.71169289562861,8.92183248381373
83,12.0946921947367,10.6316210163984,8.27195691225553,7.156083395615,13.4820970857395,9.53451608940956,9.84005843437227,5.67989841115613,6.79838470869738,9.03699920748792
84,12.2183067638251,10.7216960088358,8.34385887740585,7.14301035408471,13.6498005150039,9.43235445546247,9.87573290837355,5.7189016870624,6.78295406043447,9.26128590945015
85,12.2919493980533,10.7361425654494,8.44271303231478,7.07294383778758,14.0517725144323,9.37808684866867,10.0060307990421,5.72962526489574,6.81757851404052,9.44241717686114
86,12.3483192679144,10.6074201143808,8.49368122830031,7.0471452996912,14.0896917145738,9.50905325575124,10.1197324735072,5.74651152067082,6.85113574986167,9.53326895697038
87,12.4000569653581,10.4082735375328,8.52728849254053,7.04619935883075,14.1923083194295,9.57121066233711,10.2364398360821,5.8808774762277,6.90658764241498,9.49560090359038
88,12.4307789021234,10.2949044739905,8.52439989176335,7.11789239759193,14.0504089296496,9.73584742663144,10.3468211200199,5.99932989194286,6.96015272822234,9.4131928704888
89,12.7805774781851,10.1218316118885,8.60568270406695,7.27303347712256,14.3633765864498,9.80356793521219,10.5002341615193,6.12080979680491,7.03200289611536,9.35247758818851
90,12.6498377216918,9.99313432155858,8.70426657496884,7.41756798899262,14.5011123791607,9.81340867587957,10.6674163201567,6.20335813646182,7.07198228073789,9.20980835478973
91,12.7110262696786,10.0397170258166,8.72294888620386,7.52564864726729,14.7493707703149,9.74781954776066,10.8919919005692,6.3723926317066,7.18500593092509,9.22541979737407
92,12.8636652054131,9.91240396691542,8.83168344367404,7.50769533082247,15.0302129608985,9.70999425847907,11.0582196194666,6.48990169878068,7.26792991845012,9.33401735084196
93,12.8091610916196,9.92163775583577,8.96253480315213,7.52819289911456,15.2824352570447,9.66316127157091,11.2018270913547,6.55954565352404,7.3879207299841,9.41105972217151
94,12.796090966414,9.91637677552655,9.11531490933715,7.53934160140922,15.6668608106039,9.76268013442078,11.3805043394008,6.6210475407853,7.45480254800546,9.63780365002671
95,12.812649339566,9.78431226305302,9.14283452620571,7.54102170750606,15.995299683547,9.90235507361251,11.4818171934823,6.71507189092178,7.60412620602142,9.86096771081565
96,12.9112377382515,9.65383068391473,9.06189372202013,7.52518441723296,15.8851248563746,10.0625533220833,11.5144732633362,6.74055188759486,7.77404183592127,9.98201958943837
97,13.0997866710729,9.43519966069396,9.00693161069485,7.59802952274433,15.6856155340734,10.3037337399267,11.4860454775195,6.79672826698984,7.75204698036348,10.1016134898509
98,13.3204522657685,9.30343851090513,8.97816476506941,7.64412547324812,15.9280211075166,10.4488419326023,11.4517643437951,6.85412421239925,7.67054493555292,10.4241517967984
99,13.413483949871,9.38936682841812,8.85090008764985,7.69601113742378,15.9433549603833,10.5161459442484,11.3735224584628,6.87164131376324,7.69792206862983,10.5427546954887
100,13.6671716897244,9.53800669996836,8.87591361099266,7.79292733098393,15.9715983814978,10.5655657394839,11.2840075536163,6.96535546325786,7.80283672436038,10.6185136101298
101,13.8881336671273,9.8315315574824,8.88603741622363,7.80791517866086,15.5907811168179,10.8081080450046,11.257875163655,7.03003975603231,7.845880633356,10.7554416010684
102,14.0404335982788,10.1896964352696,8.80536657896197,7.90016268781576,15.7122197499796,10.9991722637664,11.2407148756242,6.94774628112896,7.80319472951261,10.7501165877108
103,14.5391422310172,10.5402443933255,8.85138000512992,7.94700416048812,15.7345973511752,11.0347272362264,11.1149664955766,6.88723995597776,7.73444418872979,10.7392506868724
104,14.7510051875085,10.9351862322102,8.86342824484489,7.99004014493232,15.7186785519238,11.1549491053428,11.0687136682173,6.88304002163704,7.61437035951915,10.8815406722072
105,14.9894141936839,11.3028109884567,8.83993711146116,7.95050894584731,15.9246376695298,11.3405468223254,11.0940958157728,6.99846742367622,7.677139888318,10.9989397057711
106,14.9934772170652,11.7190779258466,8.92542529365313,8.00741166184578,16.0257909532102,11.4452240725222,11.1374538731405,7.17082354488358,7.79441264486005,11.0256918616296
107,14.960960816329,12.248403997961,9.08897869356605,8.12017768120918,15.7697537740678,11.6101688923533,11.2794957631681,7.28523319564336,7.83903595345512,11.1338826591411
108,15.1103823739257,12.4896602342327,9.22831708315946,8.215954368047,15.7183551915268,11.7702468288971,11.4245911651299,7.37624338310906,7.82500845830169,11.1467246780821
109,15.36862457519,12.7608270461752,9.4042398419261,8.22656532036612,15.4758983241158,11.7684331881334,11.5852530845736,7.43854755289282,7.80641920678307,11.2191663410397
110,16.0059369084482,12.9078575773461,9.49122734832617,8.24726167854295,15.4006183607113,11.9523644651578,11.7789446668953,7.40460092757221,7.76961443909796,11.1602183464826
111,16.2339742434481,13.111815435867,9.50962154035664,8.23364065287897,15.4239639327342,11.94068625827,11.9232405847257,7.34647338747776,7.87018889652873,11.159304304961
112,16.5037971025985,13.2602750216719,9.54051389577944,8.17605262045533,15.4644519934398,11.8785144285137,12.0808347231712,7.32651220748954,7.90087463493848,11.2675044622091
113,16.7230354166419,13.3463348687986,9.64871713037313,8.14803330997111,15.6226328048823,11.8373118786232,12.2774195547102,7.40569046151237,8.07288361954393,11.3650479643601
114,16.7829546979135,13.3519965651669,9.72432281282515,8.14364746552707,15.7115943881179,11.8278101968003,12.4319731357606,7.53703314313837,8.23193354673192,11.6184129893707
115,16.7571647045116,13.5262942292196,9.75392906237383,8.18943610148932,15.7810695637649,11.888706792558,12.512274286816,7.64256243942533,8.42833958154759,11.9403775178555
116,16.6951225274891,13.6696922446071,9.76149537233169,8.20131902392409,15.9357234639357,11.9579361633147,12.6165037371632,7.73594508472542,8.54182027451726,12.0507199633546
117,16.7700841408549,13.857624525391,9.84201017527287,8.28883195302341,15.9110928015945,12.0134644739563,12.6656700416064,7.72275207832203,8.44209986734212,12.0208638530394
118,16.9920619676958,13.9548119865811,9.8141266266266,8.23582821464308,16.0700290650439,12.1466090516065,12.5960332853028,7.69352893798591,8.45171453480645,11.9719735622039
119,17.2832342010454,13.9053737731933,9.71383460439253,8.14880195166279,16.2073608438792,12.1960676250101,12.5894261688005,7.64874495899621,8.40234197871726,11.9784487528049
120,17.4492079885857,14.0852205878913,9.72718053360732,8.04661092285101,16.2852643264611,12.3002804652362,12.6300004372902,7.65825333460596,8.43164246153955,11.948985542042
121,17.7218943129519,14.1955919091896,9.71215498570565,7.98666841561598,16.5033599014427,12.5466390974055,12.6545751223277,7.68023645129139,8.59843825794168,11.8383237860209
122,17.6444479583432,14.3948853852175,9.67324800141184,8.00870236145197,16.4310369203369,12.6040195323855,12.6840870646085,7.73346870160116,8.69336890871954,11.7306300567984
123,17.4696088545266,14.4700795667161,9.62914279767195,8.02451572056898,16.9157465937883,12.6895240900238,12.707330259964,7.75667517988623,8.68229263475068,11.7391229140921
124,17.4905381039127,14.5125870268444,9.62343883589359,8.09043223256314,17.3661704368581,12.8742870403582,12.7760039110479,7.75717565631232,8.74985274112753,11.738365374795
125,17.5141838405874,14.5104272517687,9.52552443596947,8.13295284266743,17.607446162585,12.9433748257185,12.7207134219172,7.70034347293521,8.85967699379429,11.6081908770086
126,17.6390323606414,14.3101577301017,9.58084134011391,8.18215937472758,17.8957170509139,12.9609383290166,12.6685167668304,7.7340082853791,8.87761573185243,11.4510916825634
127,17.8224029937408,14.1451970539174,9.62981793519314,8.17833068315642,18.0065918735685,13.1319890718694,12.6258721708308,7.79744568764672,8.83970622787947,11.2530388063009
128,17.8974295280567,13.8768098696376,9.64032264487621,8.20647443244726,17.7149783100477,13.2231816421054,12.6012560078922,7.90485775097919,8.80538153334632,11.0829881693713
129,18.1316682074978,13.589821225054,9.58319183393803,8.23825690477237,17.4769261458632,13.2925043148103,12.6414228343019,8.02781656579221,8.85697341940419,11.0597365004521
130,17.8892145472071,13.4710173679338,9.53229154318611,8.26906240954834,17.3413083023156,13.297200568308,12.6713045480428,8.1152514848507,8.88377524721652,11.1504289686874
131,17.8282088797462,13.2680723491617,9.62546449951594,8.30072333858388,17.3689218110056,13.4266879984238,12.6466155749715,8.12479321111659,8.94183090046356,11.1629223384952
132,17.5553629550845,13.0406996418565,9.67267436033116,8.3199677947453,17.5356097253583,13.5349183408516,12.5334658572905,8.144208924048,8.9845051204758,11.0713987070641
133,16.9103924432285,12.9839400132745,9.68503892529602,8.33875423829925,17.6648111696574,13.6630261534466,12.4744017432775,8.1611945383086,9.07151319085449,11.0907533367166
134,16.1808307478877,12.7938795948321,9.74202000863809,8.39493205401896,17.7774035112119,13.6824358248587,12.373766545599,8.2547033341188,9.08928402862099,11.1356789786178
135,15.8964006869952,12.7394018639902,9.73029077615873,8.4128078956679,17.718550099157,13.6791536590172,12.3676665826692,8.32261119019789,9.25879626027499,11.2478396801653
136,15.6509065029526,12.7176620914029,9.77865636535726,8.42324950538358,17.5265880341414,13.5751799522195,12.371894819021,8.33190697880641,9.32771319403791,11.407457860912
137,15.5590025254994,12.6785649584722,9.86543046292487,8.43716392862976,17.3168760866723,13.5357326346626,12.4253699432169,8.4231068792949,9.3494184731705,11.757833158409
138,15.2606774460153,12.8323835645577,9.92209773950038,8.45815950126932,17.2752761355077,13.6648736894482,12.5015382393088,8.419562880981,9.34148317752274,11.9351566058363
139,15.1563324929664,12.9356033996352,10.0124936715038,8.48866990162014,17.4988748412427,13.6958397868292,12.5873026943799,8.4240982942495,9.34817338107196,12.1035781297275
140,14.8073428755537,12.9962631099806,9.96668896773928,8.50947195240672,17.5242427067085,13.6290183316058,12.7302840882676,8.43831251800198,9.35054153901557,12.3086747000851
141,14.6980907024846,13.1022285191076,10.0300975593674,8.49250926832394,17.7069707903459,13.6897787065222,12.8003078177215,8.47852396439681,9.18549681589222,12.485686841543
142,14.4721475871491,13.0494451932164,10.1181221808993,8.55529391856045,17.9733716930503,13.7200684517028,12.8929355112847,8.55011711618406,9.19784816604298,12.6197869648039
143,14.2304048165506,13.1931941255429,10.1711509686142,8.61748541651873,17.9272853918369,13.66832665747,13.0453097659012,8.68514927958363,9.21650625796525,12.5994938963862
144,14.1151992987191,13.3447288123364,10.2432614242039,8.67038939709405,18.1268739766185,13.6620544122303,13.3302015728312,8.72974349879602,9.21894684452041,12.6425231918963
145,14.0658524438501,13.4258414157003,10.2050919109752,8.70639868432332,18.2857583188844,13.6270176057648,13.4169216543384,8.80080514402758,9.19611113421092,12.6206486144846
146,13.8620932288554,13.5335134867762,10.2663358339664,8.68408798368573,18.1945597792189,13.7854625269702,13.5744665982647,8.83173886399812,9.36305875475764,12.5181920376583
147,13.7779235905052,13.5906801521208,10.3617330045073,8.73869525902156,17.9039568412527,13.9662585572382,13.6096347669585,8.76770247743821,9.40853626089017,12.2894538196169
148,13.7237226388239,13.664342178388,10.4052073457367,8.71166031446357,17.6861927367432,14.054687650425,13.5743871479912,8.8297343722909,9.45708446369506,12.1474954573222
149,13.4248590637692,13.8685097389865,10.4839155111626,8.76531582985947,17.4552908543191,14.1578374282318,13.639569350456,8.78300999193658,9.53109102108458,11.9224916784477
150,13.1551158773098,13.7619730023756,10.5511410158395,8.86128859794553,17.4557936965685,14.2764994781517,13.7094360274971,8.80930449471558,9.58881157405614,11.7238198534564
151,12.6668170928683,13.7407473325789,10.6939458136515,8.98223335882461,17.6105681181812,14.2706183220523,13.7747733342742,8.84106464151236,9.59618214540928,11.6798356305841
152,12.37466409451,13.7481558706117,10.8037880068522,9.08780629339338,17.8586802958455,14.2455975938781,13.8265851133717,8.86888520841039,9.615156976343,11.6608536567702
153,12.0897612329217,13.6682003824135,10.8818026498757,9.07179227836729,18.2331129484204,14.2294017495504,13.9735267940126,8.87161201930575,9.68593679416648,11.6689661529034
154,11.7075632643372,13.5632583511285,10.9349993693223,9.09426894982537,18.4422780561876,14.1874837214715,14.0886074054261,8.88511076183589,9.67651075576694,11.9425783403377
155,11.5795838873563,13.6859236348012,10.9225204674235,9.08889996219257,18.8423918547212,14.3660879511629,14.2164836715084,8.92593706313756,9.78350249888352,12.2461265902155
156,11.0539679733356,13.7374500206649,11.1069482334803,9.1119726351092,18.975922298837,14.4972339959688,14.2542926065627,8.98578375419684,9.82258650941908,12.4090080365808
157,10.9719264616054,13.858956127646,11.2173917065498,9.24613043875476,19.1454798064614,14.6326545713804,14.3469318522624,9.04430598122379,9.80502171631639,12.464472569401
158,10.8092390678226,14.0716487141022,11.2579139905797,9.3485784200688,19.3731697812746,14.5839304776962,14.44945805907,9.06868333620275,9.8129045511161,12.6743598016036
159,10.7746373967291,14.149318510926,11.3204823046273,9.4159820017511,19.6605383286489,14.4341129182813,14.5048254093038,9.20893765891476,9.87002107724828,12.9790158460892
160,10.9488116553224,14.3609165161419,11.3279462386678,9.54773481338654,19.9413916196445,14.4984315051605,14.5941171390137,9.33097411593921,9.9797603199717,13.259456638713
161,11.0206989068935,14.5075465553045,11.2513973587975,9.59423525040124,20.0252299677576,14.4519432990547,14.5114669593515,9.46413150550937,10.0057605314407,13.478812026947
162,10.8096258953831,14.6271604473317,11.1093070471865,9.57209527406075,20.0938529224806,14.4302259091317,14.3389728758597,9.62085429527483,10.1008974447346,13.6006929141877
163,10.9933438632706,14.7964392473324,11.0631773268661,9.52014398656623,19.6482940755802,14.4096403627973,14.331259141076,9.67807010633262,10.2203180923928,13.6558741238621
164,11.1715825652827,14.9711168701528,10.9700247829861,9.43098231782472,19.5079660367906,14.3732926014682,14.3975552982606,9.702456536829,10.3907233682147,13.8622308083353
165,11.2597958890112,15.2285622335273,10.9520920197232,9.4446791167192,19.3867388437396,14.3047484584439,14.4365327248036,9.66652479810485,10.7002045263944,14.2373268468923
