Axis (Date),Date,Eai1_ma1,Eai2_ma1,Eai3_ma1,Eai1_ma2,Eai2_ma2,Eai3_ma2,chatgpt
,2014-11-01,1.4050699999999998,0.51083,0.43251,0.57114,0.29133000000000003,0.23782,
,2014-12-01,1.41026,0.52052,0.43493000000000004,0.5749599999999999,0.28969999999999996,0.24034999999999998,
,2015-01-01,1.35944,0.47996,0.41767000000000004,0.57645,0.28464,0.22336,
,2015-02-01,1.3397,0.46762000000000004,0.40299999999999997,0.57987,0.28168,0.22247999999999998,
,2015-03-01,1.36423,0.45795,0.39728,0.57264,0.27144,0.22038000000000002,
,2015-04-01,1.3664,0.46471999999999997,0.37403,0.5821500000000001,0.27408,0.22150999999999998,
,2015-05-01,1.3163,0.43681,0.39229,0.57884,0.26769,0.22066999999999998,
,2015-06-01,1.3156299999999999,0.42888,0.39312,0.57766,0.26167999999999997,0.22301,
,2015-07-01,1.3079500000000002,0.42319,0.40134000000000003,0.5707300000000001,0.26667,0.21763,
,2015-08-01,1.26986,0.41292999999999996,0.41675999999999996,0.5579299999999999,0.25836000000000003,0.22057000000000002,
,2015-09-01,1.29773,0.41028000000000003,0.39638,0.55857,0.25593,0.22625,
,2015-10-01,1.28967,0.41883,0.38695999999999997,0.56194,0.25494,0.22868,
,2015-11-01,1.32246,0.42527,0.38972999999999997,0.55039,0.25812999999999997,0.22563000000000002,
,2015-12-01,1.31362,0.45347,0.38638,0.55361,0.26012,0.22021,
,2016-01-01,1.2781,0.46479,0.40508999999999995,0.5466300000000001,0.25314000000000003,0.22532,
,2016-02-01,1.28234,0.45443,0.42002999999999996,0.53118,0.25155,0.22185999999999997,
,2016-03-01,1.25919,0.46613000000000004,0.4058,0.54218,0.24434,0.22215999999999997,
,2016-04-01,1.27742,0.46702999999999995,0.44067999999999996,0.53487,0.24458000000000002,0.219,
,2016-05-01,1.31483,0.48989999999999995,0.4268,0.52381,0.24137,0.21422,
,2016-06-01,1.3789900000000002,0.5087200000000001,0.43809,0.5269199999999999,0.24975000000000003,0.20883,
'16,2016-07-01,1.37867,0.49652999999999997,0.44744,0.52481,0.2372,0.20901,
,2016-08-01,1.36604,0.51458,0.42747,0.52694,0.23969,0.20817000000000002,
,2016-09-01,1.32845,0.50656,0.44395,0.52568,0.24737,0.20618,
,2016-10-01,1.32427,0.49827,0.44517,0.5215,0.24422,0.20235999999999998,
,2016-11-01,1.2914999999999999,0.48085,0.46404999999999996,0.52343,0.24142999999999998,0.20227,
,2016-12-01,1.30448,0.45568,0.45405999999999996,0.5157700000000001,0.23915999999999998,0.20461,
,2017-01-01,1.3276299999999999,0.47365999999999997,0.46474000000000004,0.5133000000000001,0.24358000000000002,0.20929,
,2017-02-01,1.31249,0.48196000000000006,0.44010000000000005,0.52822,0.25076,0.21380000000000002,
,2017-03-01,1.31938,0.46012,0.42962,0.52029,0.25896,0.21381999999999998,
,2017-04-01,1.29139,0.4475,0.39395,0.51366,0.25423,0.21003,
,2017-05-01,1.22961,0.4249,0.37774,0.514,0.25587,0.21283000000000002,
,2017-06-01,1.20763,0.40714,0.37532,0.51053,0.25655,0.2153,
,2017-07-01,1.16456,0.41318,0.34055,0.517,0.26402000000000003,0.21756000000000003,
,2017-08-01,1.16947,0.37902,0.34726,0.5171399999999999,0.2656,0.22065,
,2017-09-01,1.15499,0.40549999999999997,0.34984,0.51327,0.26047000000000003,0.22573,
,2017-10-01,1.14608,0.42369,0.35400000000000004,0.50681,0.25634999999999997,0.22106,
,2017-11-01,1.12198,0.4417,0.33775,0.49933,0.25827,0.22100000000000003,
,2017-12-01,1.09189,0.42982000000000004,0.32321,0.50152,0.25948,0.22136,
,2018-01-01,1.09403,0.40227999999999997,0.32897,0.49360000000000004,0.26561,0.21389,
,2018-02-01,1.06906,0.40352,0.33804,0.47502000000000005,0.26313000000000003,0.2184,
,2018-03-01,1.03961,0.40242000000000006,0.3538,0.47242999999999996,0.26477,0.21781999999999999,
,2018-04-01,1.05388,0.39183999999999997,0.34892999999999996,0.47329,0.26341,0.21353000000000003,
,2018-05-01,1.05365,0.39685,0.35356,0.46529,0.26213,0.21075999999999998,
,2018-06-01,1.0324,0.39385000000000003,0.32936,0.45779000000000003,0.25747000000000003,0.21548,
,2018-07-01,1.05354,0.37559,0.34537,0.44358000000000003,0.24239000000000002,0.21484,
,2018-08-01,1.05573,0.38679,0.35705,0.44102,0.23876000000000003,0.21181,
,2018-09-01,1.0363900000000001,0.37212,0.34441,0.4331,0.23869999999999997,0.19967000000000001,
,2018-10-01,1.0103900000000001,0.36974,0.35608,0.43626000000000004,0.23978,0.20314000000000002,
,2018-11-01,0.9945,0.36313,0.34554999999999997,0.43368,0.23896,0.19721999999999998,
,2018-12-01,0.97734,0.37306,0.35739,0.42230999999999996,0.23711000000000002,0.1946,
,2019-01-01,0.9348199999999999,0.35216000000000003,0.34508,0.41895,0.23433,0.20547,
,2019-02-01,0.9588899999999999,0.34235,0.33335000000000004,0.42741999999999997,0.23267000000000002,0.19212,
,2019-03-01,0.9474,0.3464,0.32734,0.42432,0.22777,0.19445,
,2019-04-01,0.92434,0.3376,0.3198,0.41152999999999995,0.22439,0.19571,
,2019-05-01,0.93119,0.34741,0.33324000000000004,0.40635000000000004,0.22696,0.19321,
,2019-06-01,0.92571,0.34279,0.34057,0.39571,0.22912000000000002,0.19025999999999998,
'19,2019-07-01,0.9177,0.36451,0.33587,0.39344999999999997,0.23804999999999998,0.18808,
,2019-08-01,0.92091,0.35805,0.35112,0.38225,0.23584,0.18339999999999998,
,2019-09-01,0.91398,0.34859,0.33804,0.37612,0.23586000000000001,0.18428,
,2019-10-01,0.9256099999999999,0.33057,0.32449,0.3685,0.23915,0.18429,
,2019-11-01,0.95531,0.31439,0.33107000000000003,0.37199,0.23482,0.18792999999999999,
,2019-12-01,0.97193,0.30674999999999997,0.36313,0.36921,0.23273999999999997,0.18746,
,2020-01-01,0.9921599999999999,0.3379,0.38841000000000003,0.37014,0.22934000000000002,0.17839,
,2020-02-01,0.97139,0.33254,0.38931,0.36443000000000003,0.22568000000000002,0.18178999999999998,
,2020-03-01,1.0674299999999999,0.35042,0.39049,0.38438,0.24600999999999998,0.19713,
,2020-04-01,1.8855199999999999,0.6872900000000001,0.6706,0.74807,0.45583999999999997,0.35254,
,2020-05-01,2.0334600000000003,0.83193,0.70643,0.84121,0.5295,0.40659,
,2020-06-01,2.0830100000000003,0.8874200000000001,0.78898,0.89339,0.57834,0.44101,
,2020-07-01,2.19097,0.9337399999999999,0.7837999999999999,0.9330200000000001,0.62815,0.46524,
,2020-08-01,2.16104,0.95603,0.74362,0.94228,0.64354,0.47562000000000004,
,2020-09-01,2.2223900000000003,0.98669,0.75617,0.9655900000000001,0.66231,0.49262999999999996,
,2020-10-01,2.30088,0.9944200000000001,0.7878700000000001,0.9844,0.6724800000000001,0.50153,
,2020-11-01,2.30717,0.99762,0.81162,0.9889699999999999,0.68321,0.50298,
,2020-12-01,2.37691,1.0285300000000002,0.77623,1.01858,0.6926,0.50558,
,2021-01-01,2.4286,1.03695,0.74075,1.02846,0.70611,0.51583,
,2021-02-01,2.4304300000000003,1.03917,0.74664,1.04391,0.70859,0.52254,
,2021-03-01,2.38353,1.01736,0.76811,1.02422,0.69872,0.5046700000000001,
,2021-04-01,1.6233899999999999,0.70714,0.5304800000000001,0.68163,0.50339,0.35701,
,2021-05-01,1.47927,0.56845,0.48345999999999995,0.6057899999999999,0.43156,0.30602,
,2021-06-01,1.41863,0.54924,0.42119999999999996,0.57113,0.37816,0.27355,
,2021-07-01,1.36431,0.49903,0.43724,0.55001,0.33863,0.25234,
,2021-08-01,1.41019,0.47495000000000004,0.45783999999999997,0.55145,0.32818,0.24407,
,2021-09-01,1.38425,0.44782,0.45086,0.54264,0.30764,0.23176,
,2021-10-01,1.30613,0.4632,0.40619000000000005,0.5281,0.2979,0.21617,
,2021-11-01,1.3102900000000002,0.46439,0.37865,0.52066,0.28996,0.21874,
,2021-12-01,1.23742,0.42921,0.38909,0.48695,0.27763000000000004,0.21407,
,2022-01-01,1.21974,0.46185000000000004,0.39521,0.4886,0.2736,0.19937000000000002,
,2022-02-01,1.2126100000000002,0.48052,0.38981,0.46871999999999997,0.27756000000000003,0.19521,
,2022-03-01,1.207,0.48403999999999997,0.37415,0.47162000000000004,0.2664,0.19016,
,2022-04-01,1.17327,0.46501,0.35602,0.46826,0.25385,0.18958,
,2022-05-01,1.16584,0.46257,0.35516,0.45419,0.25394,0.18695,
,2022-06-01,1.1931,0.43019,0.33088,0.44815000000000005,0.25179,0.18416000000000002,
'22,2022-07-01,1.1339,0.41717000000000004,0.31623,0.43343000000000004,0.24811999999999998,0.18552,
,2022-08-01,1.09933,0.42373999999999995,0.32552000000000003,0.43338,0.24278,0.18145,
,2022-09-01,1.08798,0.43238,0.34175,0.42279,0.2415,0.17884999999999998,
,2022-10-01,1.10796,0.41723999999999994,0.35458,0.42484000000000005,0.23965000000000003,0.19086,-999999.0
,2022-11-01,1.09486,0.42948,0.36618,0.42658,0.23698999999999998,0.18666,999999.0
,2022-12-01,1.0998700000000001,0.44366,0.38562,0.43616999999999995,0.23695,0.19158,
,2023-01-01,1.10185,0.41851,0.35941,0.42779999999999996,0.23098,0.18772999999999998,
,2023-02-01,1.08511,0.40075,0.35357,0.44314000000000003,0.22585,0.18496,
,2023-03-01,1.03879,0.42180999999999996,0.34421,0.42883,0.22898,0.19214,
,2023-04-01,1.01337,0.42269999999999996,0.31326000000000004,0.41108000000000006,0.23019,0.18819,
,2023-05-01,1.00943,0.40642999999999996,0.31184,0.41317000000000004,0.22905999999999999,0.19511,
,2023-06-01,0.9684200000000001,0.39725000000000005,0.30225,0.41156,0.22674000000000002,0.19593000000000002,
,2023-07-01,0.9624199999999999,0.39734,0.30138,0.40773,0.22058999999999998,0.19021000000000002,
,2023-08-01,0.96666,0.39167,0.28793,0.40076,0.21958,0.19265000000000002,
,2023-09-01,0.94766,0.37464,0.27407,0.40619000000000005,0.23009,0.1934,
,2023-10-01,0.91609,0.39553,0.27415999999999996,0.40432,0.22902999999999998,0.18494,
,2023-11-01,0.88441,0.3801,0.2408,0.39823000000000003,0.22999999999999998,0.18395,
,2023-12-01,0.8791,0.38014,0.20312,0.39032,0.23349999999999999,0.182,
,2024-01-01,0.8580300000000001,0.34175999999999995,0.20134,0.38665,0.23709,0.18783999999999998,
,2024-02-01,0.86653,0.36499000000000004,0.21205999999999997,0.37834,0.24615,0.1859,
,2024-03-01,0.8803,0.37261,0.21278,0.38016,0.24470999999999998,0.18531,
,2024-04-01,0.89356,0.38186000000000003,0.24359999999999998,0.39359,0.24656,0.18761,
,2024-05-01,0.9270900000000001,0.3987,0.23598999999999998,0.39849000000000007,0.24592,0.18276,
,2024-06-01,0.9331600000000001,0.40077999999999997,0.24131999999999998,0.39487999999999995,0.253,0.17987999999999998,
,2024-07-01,0.93959,0.41395,0.22836,0.40754,0.25552,0.18148,
,2024-08-01,0.9484299999999999,0.41944,0.23165999999999998,0.40686000000000005,0.27488999999999997,0.18706,
,2024-09-01,0.9493400000000001,0.42484999999999995,0.23212,0.4035,0.27049,0.1869,
,2024-10-01,0.98899,0.42568,0.24493,0.40004,0.27038,0.19258999999999998,
,2024-11-01,1.01251,0.44322,0.24722,0.39794,0.27172,0.19388,
,2024-12-01,1.00674,0.43534999999999996,0.25712,0.40032,0.27222,0.19425,
,2025-01-01,1.00859,0.44011,0.27454,0.40756000000000003,0.26554,0.19679,
,2025-02-01,1.0464,0.41172,0.26544,0.40615,0.2592,0.2022,
,2025-03-01,1.03582,0.39503999999999995,0.26415,0.40676,0.26785,0.20435000000000003,
,2025-04-01,1.05627,0.37736,0.24724000000000002,0.40675,0.26316,0.19943,
,2025-05-01,1.05491,0.38863000000000003,0.27432,0.40735,0.26867,0.20344,
,2025-06-01,1.06816,0.40978000000000003,0.2652,0.40784000000000004,0.2689,0.2073,
'25,2025-07-01,1.11234,0.41070000000000007,0.27607,0.39537,0.28267000000000003,0.21515,
,2025-08-01,1.126864,0.403899,0.268985,0.391448,0.269623,0.212164,
